Title,Score
Fate/kaleid liner Prisma☆Illya 2wei!Fate/Kaleid Liner Prisma Illya 2Wei!,7.21
Himekei♥Doll,7.16
Hakuouki OVA,7.4
Captain HerlockSpace Pirate Captain Harlock,7.32
Lupin III: Twilight Gemini no Himitsu,6.91
Bubble,7.25
Pokemon: Pikachu no NatsuyasumiPokémon: Pikachu's Summer Vacation,6.81
Shingeki! Kyojin ChuugakkouAttack on Titan: Junior High,7.2
Con Con x Honey,6.91
Coo no Sekai (Coo's World),7.11
Moon You,7.6
Precure All Stars GoGo Dream Live!,6.85
Ensemble Stars!! Road to Show!!,7.13
Shinobi Yoru Koi wa Kusemono,7.24
Fairy Tail OVA (2016)Fairy Tail Series 2 OVA,7.22
Called Game,7.28
Glass no Kamen,7.34
Complex Age,7.2
Pink to Gray,7.25
Gintama°Gintama Season 4,9.06
Zassou-tachi yo Taishi wo Idake,7.17
The Makeup Remover,7.58
Higurashi no Naku Koro ni Kai - Dai 3-wa: Minagoroshi-hen,7.87
YoRHa: Shinjuwan Kouka Sakusen Kiroku (YoRHa: Pearl Harbor Descent Record),7.38
Gakkou no Sensei,7.25
Star Wars: Visions,7.1
Yoake Mae yori Ruriiro na: Crescent LoveBrighter Than the Dawning Blue,7.09
Shoujo Shuumatsu RyokouGirls' Last Tour,8.21
One Punch Man: Road to Hero,7.7
Maou Reijou kara Hajimaru Sangokushi: Touhakuden,7.1
The  (Bride of the Water God),7.66
Shiotaiou no Satou-san ga Ore ni dake Amai @comic,7.03
Love Live! School Idol Diary,7.49
Rurouni Kenshin RecapSamurai X Recap,7.17
Tsukimizuki Rikai no Tantei Satsujin,6.95
Sakamichi no ApollonKids on the Slope,8.3
Bakuman.,8.18
Sakura-hime Kaden (Sakura Hime: The Legend of Princess Sakura),7.4
Tian Guan Cifu ErHeaven Official's Blessing Season 2,8.76
Tensei shitara Slime Datta Ken Ibun: Makokugurashi no Trinity (That Time I Got Reincarnated as a Slime: Trinity in Tempest),7.45
Watashi no Oshi wa Akuyaku Reijou.: Revolution (I'm in Love with the Villainess),8.34
Berserk: Ougon Jidai-hen - Memorial EditionBerserk: The Golden Age Arc - Memorial Edition,7.88
Monogatari Series: Final Season,8.85
Gakuen Utopia Manabi Straight!,7.34
Hanayamata,7.32
Junai★Sensation,7.31
Suppli,7.41
Shokugeki no Souma: Gou no SaraFood Wars! The Fifth Plate,7.32
Sis Plus,7.08
Wu Geng Ji,7.21
Ryuu no Gakkou wa Yama no Ue,7.13
The Villainess Turns the Hourglass,7.82
"Kaette Kudasai! Akutsu-san (Please Go Home, Miss Akutsu!)",7.39
Kingdom 4th SeasonKingdom: Season 4,8.74
. (Furari),6.92
Sayonara no Jikan,6.95
"Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",6.96
Aimai na Wolf (Kind of a Wolf),7.18
Senyuu. Specials,6.98
Engage Kiss,6.82
The Overpowered Newbie,7.07
Chiisana Hiroba,7.2
Dream Festival! R,6.83
Xu Ge Yuan Ba! Da Xi,7.26
Kare ni Irai Shite wa Ikemasen,7.06
GudetamaThe Lazy Egg,7.04
Ase to Sekken (Sweat and Soap),8.16
Maniwagatari,7.13
Grisaia no Meikyuu: Caprice no Mayu 0The Labyrinth of Grisaia: The Cocoon of Caprice 0,7.83
Diamond no AceAce of Diamond,8.11
Kimi ni Todoke: KataomoiKimi ni Todoke: From Me to You - Unrequited Love,7.17
"Gozen 0-ji, Kiss shi ni Kite yo (Kiss Me at the Stroke of Midnight)",7.57
Gantz:O,7.4
Da Li Si Rizhi 2nd SeasonWhite Cat Legend Season 2,7.24
Itou Junji Kyoufu Manga Collection: Souichi no Tanoshii Nikki,7.36
Busou RenkinBuso Renkin,7.3
Monster Hunter: Senkou no Kariudo (Monster Hunter: Flash Hunter),7.14
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.82
Naruto Shinden Series (Naruto: Itachi's Story),8.33
Madoromi-chan ga Iku. (Go!Go! Madoromi-chan.),7.39
Hana wa Shinitagaru,7.3
Oneesama to Watashi: Ojousama ga Isekai Tensei (My Sister and Giant: A Young Lady is Reborn in Another World.),7.7
Danball Senki Wars,7.0
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,6.81
21st Century Boys,8.44
Kanojo no Kuchizuke,7.24
Itou Junji Kyoufu Manga Collection 16: Frankenstein,7.54
One Punch Man 2nd Season SpecialsOne Punch Man Season 2 Specials,7.39
Noblesse: Pamyeol-ui Sijak,7.25
Kodomo wa Tomaranai (Kids Will Not Stop),7.43
Princess Bride Story,6.97
B-Shock,6.97
Kanokon,7.05
Owaranai Seraph: Nagoya-henSeraph of the Endless: Battle in Nagoya,7.33
Aldnoah.Zero (Aldnoah.Zero Season One),6.95
Cello Hiki no Gauche (1982)Gauche the Cellist,6.88
Initial D Battle Stage,7.58
Shanhe Jian XinThousand Autumns,7.66
Devil Summoner: Kuzunoha Raidou Tai Kodoku no Marebito,7.24
Knights,7.01
Devil Survivor,7.29
Ultimate Janken,7.45
Do Chokkyuu Kareshi x Kanojo,7.52
Hoshi no Suna: Ameno Sayaka Tanpenshuu,7.0
Hatsukoi Fuzen Moratorium,6.91
Gundam Build Divers Re:Rise 2nd SeasonGUNDAM BUILD DIVERS Re:RISE,7.47
xxxHOLiC Movie: Manatsu no Yoru no YumexxxHOLiC The Movie: A Midsummer Night's Dream,7.93
Boku no Lily (My Lily),7.18
Given,8.32
Lupin III: Walther P38Lupin III: Island of Assassins,7.33
Kindaichi Shounen no JikenboThe File of Young Kindaichi,7.94
UQ Holder! Mahou Sensei Negima! 2UQ Holder!,6.92
UQ Holder! Mahou Sensei Negima! 2 OVA,7.19
Rebuild World,7.75
Slow Loop,7.41
Orange,8.09
"Yuyushiki: Komarasetari, Komarasaretari",7.31
Being Raised by Villains,7.54
Quanzhi Fashi V,7.28
Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.13
Hikaru no Go,8.12
Ie Naki Ko Remy Specials,7.41
Kung Fu Komang,7.1
Tennis no Oujisama: Pair Prince,7.19
Battle Royale: Tenshi-tachi no Kokkyou (Battle Royal: Angels' Border),6.97
You to Bakemono ni Naru Chichi ga Tsurai (A Life Turned Upside Down: My Dad's an Alcoholic),7.68
Anne Happy♪Anne-Happy,6.95
Jungle wa Itsumo Hare nochi Guu Final,7.61
Nisekoi (Nisekoi: False Love),7.72
Galge no Sekai de Shinyuu ♂ ga Ore wo Suki dato Iidashite!? (My Best Friend♂ Confessed to Me in a Dating Sim),7.18
Durarara!!x2 Ketsu,8.05
Hoshigami-kun wa Douka shiteiru,7.13
RahXephon,7.39
Chu♥Chu♥Chu,6.96
"Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! MovieLove, Chunibyo & Other Delusions!: Rikka Version",7.38
Somali to Mori no KamisamaSomali and the Forest Spirit,7.82
Yokohama Kaidashi Kikou: Quiet Country Cafe,7.13
Teruteru x Shounen (Teru Teru x Shonen),7.12
Soko no Koisuru Baito Shokun!,7.04
Boku wa Ookami. (I am the only wolf.),7.35
Will o' Wisp,7.36
Levius,7.42
Xiuluo Wu Shen,7.21
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi MenThe Legend of Luoxiaohei: The Gate of All Living Beings,7.05
Komatta Toki ni wa Hoshi ni Kike,8.28
Raiden-18,7.03
A-Channel: Nabe wo TabeyouA-Channel: Let's Eat Hot Pot,6.86
O-bo-re-ta-i,7.02
Kidou Senshi Gundam: Gyakushuu no Char - Beltorchika's Children,7.56
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch (Umineko WHEN THEY CRY Episode 3: Banquet of the Golden Witch),8.36
Love Live! School Idol Project OVA,6.86
Majokko Shimai no Yoyo to NeneMagical Sisters Yoyo & Nene,7.35
Heart Gear,7.56
Ushio to Tora Gaiden,7.15
Tonikaku KawaiiTONIKAWA: Over The Moon For You,7.88
Haru Niwa,7.09
Hadashi de Bara wo Fume (Stepping on Roses),7.47
Kaibutsu Oujo: Konsui OujoPrincess Comatose,6.94
Tsuki ga Kirei desu ne,7.57
Fire Emblem Heroes: Eiyuu-tachi no Nichijou (Fire Emblem Heroes: A Day in the Life),7.29
Himegoto: Juukyuusai no Seifuku (HIME-GOTO: uniforms at the age of nineteen),7.5
Sekai de Ichiban Warui Majo (The Worst Witch in the World),7.29
Tsumiki no IeLa Maison en Petits Cubes,8.01
Blue Gender,7.02
22-26: Fujimoto Tatsuki Tanpenshuu (Tatsuki Fujimoto Before Chainsaw Man: 22-26),7.25
Seikimatsu Occult GakuinOccult Academy,7.04
Higurashi no Naku Koro niHigurashi: When They Cry,7.88
Shokugeki no Souma: Shin no SaraFood Wars! The Fourth Plate,7.74
Mori no Takuma-san,7.04
"Hige wo Soru. Soshite Joshikousei wo Hirou. (Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway)",7.25
Sanzokuou,6.98
Hiatari Ryoukou!,7.15
MÄR,7.25
Yozakura Quartet: Hoshi no Umi,7.38
Jigoku ShoujoHell Girl,7.61
Sola,7.18
Yaotome x 2,7.07
Soukyuu no Fafner: Dead Aggressor - Exodus Special,6.94
Haha wo Tazunete Sanzenri,7.45
Strike the Blood Final,6.9
Tenchi Muyou!Tenchi Muyo! Tenchi Universe,7.42
Jewelpet,6.83
Air Gear,7.49
Break Blade Movie 2: Ketsubetsu no MichiBroken Blade 2,7.71
Soukyuu no Fafner: Dead Aggressor - The Beyond,7.25
"Tanbo de Hirotta Onna Kishi, Inaka de Ore no Yome dato Omowareteiru (All My Neighbors Are Convinced the Female Knight from My Rice Field Is My Wife)",7.11
Heat Guy J: Toriko - AngelHeatGuy J: Angel,6.89
Yuugure Light,7.47
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""Croisée in a Foreign Labyrinth The Animation: Concert",7.32
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori OtsuCode Geass: Akito the Exiled - The Brightness Falls,7.28
Wakusei Closet (Alone in the Planet),7.42
SK8R'S,7.29
Juuni Kokuki (The Twelve Kingdoms),8.41
The Perks of Being a Villainess,7.88
Netoge no Yome ga Ninki Idol datta: Cool-kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru (My Wife in the Web Game Is a Popular Idol.),7.25
Hadaka no Banri-kun,7.02
Kamichu! SpecialsThe Goddess is a Middle School Student,7.44
Mahoutsukai no Konyakusha (Fiancée of the Wizard),6.99
Tensei shitara Slime Datta Ken: Coleus no YumeThat Time I Got Reincarnated as a Slime: Visions of Coleus,7.63
Zoku - Kindan no Koi wo Shiyou,7.38
Bishoujo Senshi Sailor Moon R: Make Up! Sailor SenshiSailor Moon R: Make Up! Sailor Guardians,7.07
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.4
Girls Go Around,7.02
Ojamajo Doremi Sharp Movie,7.17
Ultra Maniac,7.16
Suenagaku Yoroshiku Onegaishimasu (Together Forever),7.15
Surviving the Game as a Barbarian,7.51
Zettai Muteki Raijin-OhMatchless Raijin-Oh,7.03
Seikai no Danshou: TanjouCrest of the Stars: Birth,7.05
Ao no Hako (Blue Box),7.99
Mahou Shoujo Lyrical Nanoha: The Movie 1stMagical Girl Lyrical Nanoha: The Movie 1st,7.87
Shigatsu wa Kimi no Uso: MomentsYour Lie in April: Moments,7.69
Lovely★ComplexLovely Complex,8.03
Minami-ke Natsuyasumi,7.37
Miyamoto Musashi,7.19
Gekijouban Naruto: Shippuuden,7.54
Hyakko,7.57
Hana wo Meshimase (Please Love Flowers),7.42
Slayers Great,7.31
Boruto: Naruto the Movie,7.39
Haruyuki Bus (Bus for Spring),7.72
New Initial D Movie: Legend 3 - MugenInitial D Legend 3: Dream,7.86
Lupin the IIIrd: Jigen Daisuke no BohyouLupin the Third: Jigen's Gravestone,7.81
Dual! Parallel Lun-Lun MonogatariDual! Parallel Trouble Adventure,7.07
Brave 10 Spiral,7.19
The Max-Level Player's 100th Regression,7.73
All Out!!,7.29
Nodame Cantabile,8.26
Hells,6.86
Kimagure Orange☆RoadKimagure Orange Road,7.53
Eve no Jikan (Movie)Time of Eve,7.97
Tokyo Majin Gakuen Kenpucho: TouTokyo Majin,7.05
Yaiteru Futari (How to Grill Our Love),7.72
Love Live! Sunshine!!,7.39
Trauma Center: Golden Hour,7.19
Break BladeBroken Blade,7.25
Tales of the Abyss,7.41
"Rikei ga Koi ni Ochita no de Shoumei shitemita. HeartScience Fell in Love, So I Tried to Prove It r=1-sinθ",7.31
Vampire Doll: Guilt-na-Zan,7.32
"Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The MadnessYuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""",7.97
Kamui Den,7.51
Takkoku!!!,7.14
Wakeari Senpai no Kanojo ni Narimashita,6.91
"Sore wa Totsuzen, Unmei no Aite ga",7.52
Tsurune: Tsunagari no IsshaTsurune - The Linking Shot -,8.1
Gakkou no KaidanGhost Stories,7.74
Kiznaiver,7.37
Senpai,7.49
Chizumi & Fujiomi - Pastel Kibun (Chizumi & Fujiomi - Pastel Mood),7.07
Sakamichi no Apollon,8.52
Working!!: Re:Order,6.94
Tokyo Girls Bravo,6.93
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga HanpanaiHaganai: A Round-Robin Story's Ending Is Way Extreme,7.03
Birdie Wing: Golf Girls' Story Season 2,7.61
Boku no Hero Academia: Ikinokore! Kesshi no Survival KunrenMy Hero Academia: Make It! Do-or-Die Survival Training,7.16
Gokkun! Pucho (Pixie Pop: Gokkun Pucho),7.41
Ichiroh!,7.12
Dog Days,6.85
Angel Densetsu,7.46
Back to School,7.07
Regina Rena: To the Unforgiven,7.11
Slayers Gorgeous,7.3
+Anima,7.65
Rakuen (Passion Fruit),7.04
Broken Melody,7.0
Koisuru Tenshi Angelique: Kagayaki no AshitaLoving Angel Angelique: Radiant Tomorrow,6.89
Natsuyasumi 00-nichime,7.27
Hattatsu Shougai to Issho ni Otona ni Natta Watashitachi (My Brain Is Different: Stories of ADHD and Other Developmental Disorders),7.58
Love♥Monster,7.56
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",6.99
Full Ahead! Coco,7.18
Majo Minarai wo SagashiteLooking for Magical Doremi,7.58
Chichi to Ko (Father and Son),7.69
Memories,7.71
Rakshasa Street,7.15
Toaru Kagaku no Railgun T: Motto Marutto Railgun,6.82
100-nichigo ni Kekkon suru Futari,7.05
"Sono Me, Kuchi hodo ni.",7.12
Isekai Ryouridou (Cooking with Wild Game),7.13
Citrus+,7.66
Uzaki-chan wa Asobitai!Uzaki-chan Wants to Hang Out!,6.99
Hiren Trip,7.07
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no AriaSword Art Online the Movie: Progressive - Aria of a Starless Night,7.98
Captain Tsubasa: Europe Daikessen,6.83
Penguin Highway,7.31
Pokonyan!Rocky Rackat!,7.03
Captain Tsubasa Season 2: Junior Youth-henCaptain Tsubasa: Junior Youth Arc,7.39
Wan Jie Fa ShenGod of Ten Thousand Realms,7.2
Yingxiong Zai LinHero Return,6.91
UniteUp!,7.02
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen (Welcome to the Classroom of the Second-year),7.88
We Can Fly!,6.99
Koi ja nai no da! (It's Not Love!),7.1
Maseki Gourmet: Mamono no Chikara wo Tabeta Ore wa Saikyou! (Magic Stone Gourmet: Eating Magical Power Made Me the Strongest),6.93
Hanashippanashi,7.11
Meitantei Conan Movie 22: Zero no ShikkouninCase Closed Movie 22: Zero the Enforcer,7.85
Saiki Kusuo no Ψ-nan: Ψ-shidou-henThe Disastrous Life of Saiki K.: Reawakened,8.11
Kara no Kyoukai Remix: Gate of Seventh HeavenThe Garden of Sinners Remix: Gate of Seventh Heaven,7.54
Esper Mami,7.58
Aizawa-san Zoushoku (Aizawa-san Multiplies),7.13
See You in My 19th Life,8.14
"Akuyuu no Ore ga Ponkotsu Kishi wo Miterarenai nda ga, Dou Sewa wo Yakya Ii?: Madome Gaiden (An Archdemon's (Friend's) Dilemma: How to Babysit a Crybaby Knight)",7.14
Gacha wo Mawashite Nakama wo Fuyasu: Saikyou no Bishoujo Gundan wo Tsukuriagero,6.91
Goblin Slayer,7.74
High School DxD DX,8.01
Plastic Memories,7.91
Shi Yi Chang An: Mingyue Jishi You ErMemory of Chang'an 2nd Season,7.2
Debut or Die!,7.85
Kidou Senshi Gundam: Senkou no Hathaway,7.68
Satsuma Gishiden,7.62
Kore wa Zombie desu ka?,7.74
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A'sMagical Girl Lyrical Nanoha: The Movie 2nd A's,8.12
Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,7.91
"K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou niK: SEVEN STORIES ""Lost Small World - Outside the Cage - """,7.44
"""Bungaku Shoujo"" Movie",7.33
Kamisama no MemochouHeaven's Memo Pad,7.48
H2O: Footprints in the Sand,7.24
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen (Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord),7.05
Doraemon Movie 25: Nobita no Wan Nyan JikuudenDoraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,7.35
Koi wa Tenka no Mawarimono,7.21
Waccha PriMagi!,7.09
Smash!,7.62
Clamp Gakuen TanteidanCLAMP School Detectives,6.84
Meitantei Conan Movie 19: Gouka no HimawariDetective Conan Movie 19: The Sunflowers of Inferno,7.72
Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon (An Introduction to Easy Triangle Relationships.),7.32
Grancrest Senki (Record of Grancrest War),6.91
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.15
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama shiteiru",7.83
Brave Story,7.41
"Suki tte Ii na yo. Dareka gaSay ""I Love You."" OVA",7.24
Ikoku Meiro no Croisée,7.41
&,7.38
Ore no Kokan wa Bishoujo Datta no ka,7.6
Hajime no IppoFighting Spirit,8.77
One Piece: Episode of Alabasta - Prologue,7.18
"Sentouin, Hakenshimasu! (Combatants Will Be Dispatched!)",7.53
Teiji ni Agaretara (If We Leave on the Dot),7.45
Omairi desu yo (Hopelessly Devoted),7.82
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost WhispersGhost in the Shell: Arise - Border 2: Ghost Whispers,7.48
The Love Doctor,7.33
Heya Camp△Room Camp,7.34
Hokuto no Ken MovieFist of the North Star: The Movie,7.22
High Score Girl (Hi Score Girl),8.14
Captain Tsubasa: Golden-23,7.4
Gundam Build Fighters,7.73
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original VideoHigh School DxD BorN Specials,7.36
Sensei to Watashi,6.98
Rewrite: Side-R,7.47
Shin Megami Tensei Devil Children,6.98
Heat,7.23
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.35
Madougushi Dahlia wa Utsumukanai (Magic Artisan Dahlia Wilts No More),7.06
Mai-Otome Specials,6.92
Romance ni wa Hodotooi,7.35
Genshiken,7.63
Akachan to BokuBaby and Me,7.81
Kotoura-sanThe Troubled Life of Miss Kotoura,7.16
Shoujo Kakumei UtenaRevolutionary Girl Utena,8.21
Shakunetsu KabaddiBurning Kabaddi,7.02
Mahou Shoujo-tai ArusuTweeny Witches,7.05
SKET Dance,8.21
Butter!!!,6.94
Rin-chan Now (Hatsune Miku: Rin-Chan Now!),7.07
Tales of Xillia: Side;Milla,6.95
Shingeki no Kyojin: The Final SeasonAttack on Titan: Final Season,8.79
"Tennis no Oujisama Movie 1: Futari no Samurai - The First GameThe Prince of Tennis: The Two Samurai, The First Game",7.33
Shounen Shoujo,7.02
Onanie Master Kurosawa,8.41
Yama no Susume Second SeasonEncouragement of Climb Season 2,7.55
Yuria 100 Shiki,6.92
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.86
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-henDanganronpa 3: The End of Hope's Peak High School - Despair Arc,7.37
"Doumo, Suki na Hito ni Horegusuri wo Irai sareta Majo desu. (Hello, I Am a Witch and My Crush Wants Me to Make a Love Potion!)",7.28
Tanaka-kun wa Kyou mo KedarugeTanaka is Listless Today Too,7.28
Wu Liuqi: Anying SumingScissor Seven: Shadow Fate,7.99
Yu☆Gi☆Oh! 5D'sYu-Gi-Oh! 5D's,7.45
Houkago Play (Afterschool Play),7.28
Kono Sekai no Katasumi niIn This Corner of the World,8.22
Kuro no ShoukanshiBlack Summoner,7.09
Boku wa Tomodachi ga Sukunai,7.52
Shakugan no Shana MovieShakugan no Shana: The Movie,7.37
Hayate no Gotoku! Heaven Is a Place on EarthHayate the Combat Butler! Movie,7.14
Samurai High School,7.48
3-gatsu no Lion 2nd SeasonMarch Comes In Like a Lion 2nd Season,8.92
Hirayasumi,8.52
Princess Principal,7.68
Kokkoku,6.99
Ousama Ranking: Yuuki no TakarabakoRanking of Kings: The Treasure Chest of Courage,7.28
Bishounen TanteidanPretty Boy Detective Club,7.1
Mail,6.97
Mayonaka Heart Tune (Tune In to the Midnight Heart),7.37
Burn the Witch,6.93
Seishun Shonbori Club (Heart Break Club),7.15
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.77
Angel Heart 2nd Season,7.34
Shinomiya-kun no Sekai ga Owattemo,7.0
Ni Tian ZhizunAgainst The Sky Supreme,7.01
Good Night World,7.12
Hetalia Axis Powers,7.89
Accel World,7.22
R.O.D: Read or DieR.O.D - Read or Die,7.62
Urusei Yatsura Movie 3: Remember My Love,6.94
Yume no Moribito,7.09
